Field: G37.554+0.201

220.8113611661~220.8172200767GHz LSRK
220.8396792340~220.8474911148GHz LSRK
220.8562794807~220.8689737870GHz LSRK

SpectralWindow: 29
230.0643635839~230.0692460174GHz LSRK
230.0877992647~230.0936581849GHz LSRK
230.1327176529~230.1581063071GHz LSRK
230.1805655012~230.2147425357GHz LSRK
230.2635668707~230.2918849850GHz LSRK
230.3162971525~230.3963690619GHz LSRK
230.5487009871~230.5955723487GHz LSRK
230.6180315428~230.6649029044GHz LSRK
230.7020093990~230.8348115902GHz LSRK
230.8602002444~230.8641061912GHz LSRK
230.8719180848~230.8797299784GHz LSRK
230.8963302523~230.9080480927GHz LSRK
230.9334367469~230.9490605341GHz LSRK
230.9637078346~230.9832375686GHz LSRK
231.0144851430~231.0760038051GHz LSRK
231.0906511056~231.1160397598GHz LSRK
231.1384989539~231.1443578741GHz LSRK
231.2283357303~231.2332181638GHz LSRK
231.2879014190~231.2918073658GHz LSRK
231.3171960200~231.3787146821GHz LSRK
231.4255860437~231.4333979373GHz LSRK
231.4509746979~231.4871047058GHz LSRK
231.5056579531~231.5154228201GHz LSRK
231.5535058014~231.5896358093GHz LSRK
231.6081890566~231.6179539236GHz LSRK
231.6238128438~231.6433425778GHz LSRK
231.7097436734~231.7175555670GHz LSRK
231.8152042370~231.8249691040GHz LSRK
231.8425458646~231.8669580321GHz LSRK

SpectralWindow: 31
232.0195691323~232.0234750803GHz LSRK
232.0351929243~232.0390988723GHz LSRK
232.3798928353~232.3837987833GHz LSRK
232.4814474833~232.4863299183GHz LSRK
232.5429661643~232.5439426513GHz LSRK
232.5634723913~232.5673783393GHz LSRK
232.6806508313~232.6826038053GHz LSRK
232.9560201653~232.9667615223GHz LSRK
233.3075554853~233.3085319723GHz LSRK
233.5712069753~233.5780423843GHz LSRK
233.7176800253~233.7235389473GHz LSRK

Field: G35.793-0.175

SpectralWindow: 25
216.8525230301~216.8593584314GHz LSRK
216.9638424227~216.9687248522GHz LSRK
217.1523042014~217.1601160886GHz LSRK
217.3202597762~217.3241657198GHz LSRK
217.4891918369~217.4940742664GHz LSRK
217.6141820321~217.6190644616GHz LSRK
217.6786301015~217.6835125310GHz LSRK
217.7069481926~217.7147600798GHz LSRK
217.7206189952~217.7245249388GHz LSRK
217.8514681058~217.8534210776GHz LSRK
217.9364223791~217.9383753509GHz LSRK
218.0760598628~218.0770363487GHz LSRK

SpectralWindow: 27
219.0031071628~219.0382606696GHz LSRK
219.0607198545~219.1066147106GHz LSRK
219.1564155119~219.1652038886GHz LSRK
219.1798511831~219.1866865872GHz LSRK
219.2013338817~219.2091457721GHz LSRK
219.2374638748~219.2589465734GHz LSRK
219.2833587309~219.2882411624GHz LSRK
219.3194887240~219.3351125048GHz LSRK
219.3731954705~219.3897957376GHz LSRK
219.4024900595~219.4142078951GHz LSRK
219.4757265320~219.4893973402GHz LSRK
219.5440805730~219.5626338127GHz LSRK
219.5958343469~219.5997402921GHz LSRK
219.6387997441~219.6456351482GHz LSRK
219.6729767646~219.6807886550GHz LSRK
219.7052008125~219.7120362166GHz LSRK
219.7237540522~219.7393778330GHz LSRK
219.7667194494~219.7725783672GHz LSRK
219.7960140384~219.8282380863GHz LSRK
219.8428853808~219.8467913260GHz LSRK
219.9190513122~219.9297926615GHz LSRK
219.9415104971~219.9454164423GHz LSRK
219.9551813053~219.9795934628GHz LSRK
220.0020526477~220.0147469696GHz LSRK
220.0479475038~220.0762656065GHz LSRK
220.1641493735~220.1827026132GHz LSRK
220.1934439625~220.2080912570GHz LSRK
220.2207855789~220.2393388186GHz LSRK
220.2569155720~220.2705863802GHz LSRK
220.2901161062~220.2949985377GHz LSRK
220.3281990719~220.3389404212GHz LSRK
220.3867882499~220.4141298663GHz LSRK
220.4570952635~220.4795544484GHz LSRK
220.5283787634~220.5332611949GHz LSRK
220.7295349412~220.7422292631GHz LSRK
220.7519941261~220.7568765576GHz LSRK
220.7842181740~220.7959360096GHz LSRK
220.8105833041~220.8291365438GHz LSRK
220.8535487013~220.8642900506GHz LSRK

SpectralWindow: 29
230.0860526445~230.0889821082GHz LSRK
230.1417124548~230.1456184064GHz LSRK
230.1963957772~230.1983487530GHz LSRK
230.2803737366~230.2833032003GHz LSRK
230.3536103291~230.3614222323GHz LSRK
230.4112231152~230.4151290668GHz LSRK
230.7256522190~230.7315111464GHz LSRK
230.8008417873~230.8213480332GHz LSRK
230.9268087264~230.9355971175GHz LSRK
230.9521974118~230.9590328271GHz LSRK
230.9883274641~230.9902804399GHz LSRK
231.0361753712~231.0459402502GHz LSRK
231.2109667053~231.2129196811GHz LSRK
231.3349806686~231.3535339387GHz LSRK
231.4453238013~231.4521592166GHz LSRK
231.4687595109~231.4707124867GHz LSRK
231.4814538536~231.4931717084GHz LSRK
231.5019600995~231.5058660511GHz LSRK
231.6445273329~231.6542922119GHz LSRK
231.6591746514~231.6630806030GHz LSRK

SpectralWindow: 31
231.8811159331~231.8859983741GHz LSRK
231.9611879655~231.9699763593GHz LSRK
232.0002474935~232.0207537457GHz LSRK
232.0373540451~232.0422364861GHz LSRK
232.0520013681~232.0578602973GHz LSRK
232.0686016675~232.0725076203GHz LSRK
232.0881314315~232.1047317309GHz LSRK
232.1232850067~232.1291439359GHz LSRK
232.1935921571~232.2062865037GHz LSRK
232.2346046615~232.2638993075GHz LSRK
232.2736641895~232.2892880007GHz LSRK
232.3097942529~232.3137002057GHz LSRK
232.3381124107~232.3488537809GHz LSRK
232.3879133089~232.4181844431GHz LSRK
232.4494320655~232.4777502233GHz LSRK
232.4923975463~232.5177862395GHz LSRK
232.5324335625~232.5441514209GHz LSRK
232.5548927911~232.5705166023GHz LSRK
232.5802814843~232.5851639253GHz LSRK
232.6486356583~232.6720713751GHz LSRK
232.6945306037~232.7003895329GHz LSRK
232.7130838795~232.7277312025GHz LSRK
232.7667907305~232.7716731715GHz LSRK
232.8253800225~232.8683455033GHz LSRK
232.9728297407~232.9825946227GHz LSRK
233.0782904663~233.0821964191GHz LSRK
233.1847276801~233.1944925621GHz LSRK
233.2716351299~233.2765175709GHz LSRK
233.3224125163~233.3312009101GHz LSRK
233.5899702831~233.5958292123GHz LSRK
233.6378182049~233.6475830869GHz LSRK
233.7335140485~233.7383964895GHz LSRK

Field: G36.115+0.552

SpectralWindow: 25
216.6817365526~216.6895484422GHz LSRK
216.7305608626~216.7364197798GHz LSRK
216.8018443552~216.8096562448GHz LSRK
216.9444113404~216.9990945676GHz LSRK
217.1026021048~217.1113904806GHz LSRK
217.3154760964~217.3213350136GHz LSRK
217.3711358098~217.3750417546GHz LSRK
217.4385133576~217.6894703110GHz LSRK
